"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=issue_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22259%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Número,País,Mes,Total
,Número,94,ES,201803,8
,Número,94,ES,201805,11
,Número,94,FR,201801,3
,Número,94,FR,201802,1
,Número,94,FR,201805,1
,Número,94,GB,201801,1
,Número,94,GB,201802,2
,Número,94,HN,201805,1
,Número,94,IE,201801,1
,Número,94,IN,201801,4
,Número,94,IN,201805,1
,Número,94,IT,201802,1
,Número,94,IT,201804,1
,Número,94,KR,201805,1
,Número,94,LT,201804,1
,Número,94,MX,201801,25
,Número,94,MX,201802,28
,Número,94,MX,201803,25
,Número,94,MX,201804,30
,Número,94,MX,201805,35
,Número,94,MX,201806,29
,Número,94,MX,201807,2
,Número,94,NL,201801,1
,Número,94,PE,201802,2
,Número,94,PE,201805,1
,Número,94,SV,201802,1
,Número,94,US,201801,38
,Número,94,US,201802,26
,Número,94,US,201803,25
,Número,94,US,201804,15
,Número,94,US,201805,5
,Número,94,US,201806,7
,Número,94,US,201807,1
,Número,94,UY,201801,1
,Número,94,VN,201806,1
,Número,95,,201801,7
,Número,95,,201803,1
,Número,95,,201804,9
,Número,95,,201805,19
,Número,95,,201806,1
,Número,95,AR,201801,4
,Número,95,AR,201802,1
,Número,95,AR,201803,1
,Número,95,AR,201805,1
,Número,95,BR,201802,1
,Número,95,BR,201803,1
,Número,95,CL,201804,5
,Número,95,CO,201802,1
,Número,95,CO,201803,1
,Número,95,CO,201804,2
,Número,95,CO,201806,2
,Número,95,CR,201802,1
,Número,95,CZ,201803,1
,Número,95,DE,201805,1
,Número,95,ES,201803,7
,Número,95,ES,201804,14
,Número,95,ES,201805,10
,Número,95,FR,201801,3
,Número,95,FR,201802,3
,Número,95,FR,201805,1
,Número,95,HN,201802,1
,Número,95,HN,201805,1
,Número,95,IN,201801,4
,Número,95,IN,201805,1
,Número,95,IT,201804,1
,Número,95,LT,201804,2
,Número,95,MX,201801,29
,Número,95,MX,201802,29
,Número,95,MX,201803,34
,Número,95,MX,201804,25
,Número,95,MX,201805,49
,Número,95,MX,201806,27
,Número,95,MX,201807,4
,Número,95,NL,201802,1
,Número,95,PE,201801,6
,Número,95,PE,201802,1
,Número,95,PE,201805,1
,Número,95,SV,201802,1
,Número,95,US,201801,28
,Número,95,US,201802,28
,Número,95,US,201803,28
,Número,95,US,201804,19
,Número,95,US,201805,4
,Número,95,US,201806,7
,Número,95,US,201807,1
,Número,95,VN,201806,1
,Número,96,,201801,13
,Número,96,,201802,1
,Número,96,,201803,3
,Número,96,,201804,28
,Número,96,,201805,22
,Número,96,,201806,2
,Número,96,,201807,1
,Número,96,AR,201801,6
,Número,96,AR,201802,4
,Número,96,AR,201803,1
,Número,96,AR,201804,4
,Número,96,AR,201805,1
,Número,96,AR,201807,3
,Número,96,AT,201802,1
,Número,96,AT,201803,2
,Número,96,AT,201804,1
,Número,96,AT,201805,1
,Número,96,BO,201803,2
,Número,96,BO,201806,2
,Número,96,BR,201803,1
,Número,96,CA,201806,2
,Número,96,CL,201803,3
,Número,96,CL,201804,8
,Número,96,CL,201805,3
,Número,96,CO,201803,1
,Número,96,CO,201804,2
,Número,96,CO,201805,5
,Número,96,CO,201806,5
,Número,96,CR,201802,1
,Número,96,CZ,201803,1
,Número,96,DE,201805,1
,Número,96,EC,201805,1
,Número,96,ES,201801,2
,Número,96,ES,201802,1
,Número,96,ES,201803,4
,Número,96,ES,201804,1
,Número,96,ES,201805,13
,Número,96,FR,201801,2
,Número,96,FR,201802,3
,Número,96,FR,201803,2
,Número,96,FR,201804,1
,Número,96,FR,201805,1
,Número,96,FR,201806,1
,Número,96,GB,201801,1
,Número,96,HN,201802,2
,Número,96,HN,201805,1
,Número,96,IE,201803,1
,Número,96,IN,201801,4
,Número,96,IN,201805,1
,Número,96,IT,201803,1
,Número,96,LT,201804,1
,Número,96,LV,201801,1
,Número,96,MX,201801,57
,Número,96,MX,201802,44
,Número,96,MX,201803,36
,Número,96,MX,201804,49
,Número,96,MX,201805,43
,Número,96,MX,201806,34
,Número,96,MX,201807,9
,Número,96,NL,201803,1
,Número,96,PE,201801,7
,Número,96,PE,201802,3
,Número,96,PE,201805,1
,Número,96,PH,201806,1
,Número,96,PT,201801,1
,Número,96,SV,201802,1
,Número,96,US,201801,25
,Número,96,US,201802,27
,Número,96,US,201803,29
,Número,96,US,201804,14
,Número,96,US,201805,4
,Número,96,US,201806,8
,Número,96,US,201807,1
,Número,96,UY,201801,1
,Número,96,VN,201806,1
,Número,97,,201801,28
,Número,97,,201802,13
,Número,97,,201803,3
,Número,97,,201804,71
,Número,97,,201805,10
,Número,97,,201806,18
,Número,97,,201807,3
,Número,97,AR,201801,11
,Número,97,AR,201802,7
,Número,97,AR,201803,12
,Número,97,AR,201804,7
,Número,97,AR,201805,2
,Número,97,AR,201806,2
,Número,97,AR,201807,3
,Número,97,AT,201802,1
,Número,97,AT,201803,1
,Número,97,AT,201804,1
,Número,97,AT,201805,1
,Número,97,BO,201803,3
,Número,97,BR,201801,1
,Número,97,BR,201803,1
,Número,97,BR,201805,1
,Número,97,CA,201801,1
,Número,97,CA,201806,2
,Número,97,CH,201805,1
,Número,97,CL,201801,1
,Número,97,CL,201802,2
,Número,97,CL,201803,5
,Número,97,CL,201804,6
,Número,97,CL,201805,1
,Número,97,CN,201801,1
,Número,97,CN,201802,1
,Número,97,CN,201803,3
,Número,97,CN,201804,4
,Número,97,CO,201801,16
,Número,97,CO,201802,1
,Número,97,CO,201803,1
,Número,97,CO,201804,1
,Número,97,CO,201805,2
,Número,97,CO,201806,1
,Número,97,CU,201802,1
,Número,97,CZ,201803,1
,Número,97,DE,201801,2
,Número,97,DE,201802,3
,Número,97,DE,201804,4
,Número,97,DE,201805,2
,Número,97,DE,201806,5
,Número,97,EC,201802,2
,Número,97,EC,201803,1
,Número,97,EC,201804,9
,Número,97,ES,201801,4
,Número,97,ES,201802,1
,Número,97,ES,201803,6
,Número,97,ES,201805,10
,Número,97,FR,201801,7
,Número,97,FR,201802,6
,Número,97,FR,201803,3
,Número,97,FR,201804,7
,Número,97,GB,201801,2
,Número,97,GB,201802,5
,Número,97,GB,201803,1
,Número,97,GB,201804,2
,Número,97,HN,201805,2
,Número,97,HN,201806,1
,Número,97,IE,201802,1
,Número,97,IN,201801,4
,Número,97,IN,201804,3
,Número,97,IN,201805,1
,Número,97,IT,201801,5
,Número,97,IT,201802,2
,Número,97,IT,201804,2
,Número,97,JP,201805,1
,Número,97,LV,201804,1
,Número,97,MD,201804,3
,Número,97,MX,201801,79
,Número,97,MX,201802,69
,Número,97,MX,201803,45
,Número,97,MX,201804,53
,Número,97,MX,201805,69
,Número,97,MX,201806,62
,Número,97,MX,201807,11
,Número,97,PA,201806,1
,Número,97,PE,201801,15
,Número,97,PE,201802,2
,Número,97,PE,201804,1
,Número,97,PE,201805,2
,Número,97,PT,201801,1
,Número,97,PT,201804,1
,Número,97,PT,201807,1
,Número,97,RO,201802,5
,Número,97,RU,201801,2
,Número,97,RU,201802,16
,Número,97,SV,201802,1
,Número,97,SV,201805,1
,Número,97,TR,201805,2
,Número,97,UA,201801,1
,Número,97,US,201801,61
,Número,97,US,201802,70
,Número,97,US,201803,31
,Número,97,US,201804,20
,Número,97,US,201805,8
,Número,97,US,201806,12
,Número,97,US,201807,2
,Número,97,UY,201801,1
,Número,97,VN,201806,2
,Número,98,,201801,2
,Número,98,,201804,19
,Número,98,,201805,23
,Número,98,,201806,29
,Número,98,AR,201804,32
,Número,98,AR,201805,7
,Número,98,AR,201806,8
,Número,98,AR,201807,5
,Número,98,BR,201805,1
,Número,98,CA,201806,7
,Número,98,CL,201804,3
,Número,98,CL,201805,4
,Número,98,CL,201806,4
,Número,98,CN,201804,3
,Número,98,CN,201805,3
,Número,98,CN,201806,1
,Número,98,CN,201807,3
,Número,98,CO,201804,1
,Número,98,CO,201805,3
,Número,98,CO,201806,11
,Número,98,DE,201806,14
,Número,98,EC,201804,4
,Número,98,EC,201805,2
,Número,98,EC,201806,3
,Número,98,ES,201805,3
,Número,98,FR,201804,1
,Número,98,FR,201806,1
,Número,98,GT,201805,1
,Número,98,IN,201805,2
,Número,98,JP,201805,2
,Número,98,KR,201805,1
,Número,98,MX,201804,15
,Número,98,MX,201805,101
,Número,98,MX,201806,61
,Número,98,MX,201807,9
,Número,98,NL,201806,2
,Número,98,NL,201807,1
,Número,98,PE,201805,1
,Número,98,PH,201807,1
,Número,98,RU,201805,2
,Número,98,RU,201806,1
,Número,98,SC,201806,3
,Número,98,SE,201806,5
,Número,98,TR,201805,2
,Número,98,US,201804,5
,Número,98,US,201805,19
,Número,98,US,201806,25
,Número,98,US,201807,1
,Número,98,VE,201805,1
,Número,98,VE,201806,1
,Número,98,VN,201806,4
,Número,99,,201801,6
,Número,99,,201803,4
,Número,99,,201805,41
,Número,99,MX,201805,1
,Número,100,,201803,9
,Número,100,,201804,2
,Número,100,,201805,5
,Número,101,,201805,9
,Número,101,,201806,2
,Número,102,,201805,7
,Número,103,,201806,1
