"Informe de estadísticas de uso de OJS"
"Informe de estadísticas de uso de OJS predeterminado (COUNTER preparado)"
"Métrica: ojs::counter"
"Dirección URL del informe: http://estudiosdemograficosyurbanos.colmex.mx/index.php/edu/manager/generateReport?metricType=ojs%3A%3Acounter&columns[]=assoc_type&columns[]=issue_id&columns[]=country_id&columns[]=month&filters=a%3A3%3A%7Bs%3A10%3A%22assoc_type%22%3Ba%3A1%3A%7Bi%3A0%3Bs%3A3%3A%22259%22%3B%7Ds%3A10%3A%22context_id%22%3Bs%3A1%3A%221%22%3Bs%3A3%3A%22day%22%3Ba%3A2%3A%7Bs%3A4%3A%22from%22%3Bs%3A8%3A%2220180101%22%3Bs%3A2%3A%22to%22%3Bs%3A8%3A%2220180709%22%3B%7D%7D"

,Tipo,Número,País,Mes,Total
,Número,60,,201804,3
,Número,60,,201805,2
,Número,60,,201807,20
,Número,60,AR,201801,1
,Número,60,AT,201802,1
,Número,60,AT,201803,1
,Número,60,AT,201804,1
,Número,60,AT,201805,1
,Número,60,BO,201803,4
,Número,60,CZ,201803,1
,Número,60,ES,201801,1
,Número,60,FR,201802,3
,Número,60,FR,201804,2
,Número,60,GB,201801,2
,Número,60,IT,201801,1
,Número,60,MX,201801,4
,Número,60,MX,201804,2
,Número,60,MX,201806,4
,Número,60,MX,201807,5
,Número,60,US,201801,14
,Número,60,US,201802,14
,Número,60,US,201803,16
,Número,60,US,201804,5
,Número,60,US,201805,3
,Número,60,US,201806,9
,Número,60,US,201807,1
,Número,60,VN,201806,1
,Número,59,,201805,2
,Número,59,,201806,3
,Número,59,,201807,2
,Número,59,AR,201801,1
,Número,59,AT,201802,1
,Número,59,AT,201803,2
,Número,59,AT,201804,1
,Número,59,AT,201805,1
,Número,59,CA,201805,1
,Número,59,CZ,201803,1
,Número,59,FR,201801,2
,Número,59,FR,201802,3
,Número,59,FR,201804,1
,Número,59,GB,201801,1
,Número,59,GB,201804,1
,Número,59,MX,201801,2
,Número,59,MX,201804,2
,Número,59,MX,201806,1
,Número,59,MX,201807,3
,Número,59,US,201801,12
,Número,59,US,201802,14
,Número,59,US,201803,18
,Número,59,US,201804,4
,Número,59,US,201805,1
,Número,59,US,201806,7
,Número,59,US,201807,1
,Número,59,VN,201806,1
,Número,58,,201807,1
,Número,58,AR,201801,1
,Número,58,CZ,201803,1
,Número,58,FR,201801,2
,Número,58,FR,201804,1
,Número,58,GB,201801,1
,Número,58,GB,201802,1
,Número,58,GB,201804,1
,Número,58,IT,201802,2
,Número,58,MX,201804,2
,Número,58,MX,201805,1
,Número,58,MX,201806,1
,Número,58,US,201801,15
,Número,58,US,201802,14
,Número,58,US,201803,16
,Número,58,US,201804,4
,Número,58,US,201805,4
,Número,58,US,201806,5
,Número,58,US,201807,1
,Número,58,VN,201806,1
,Número,93,,201803,1
,Número,93,,201804,13
,Número,93,,201805,8
,Número,93,AR,201801,3
,Número,93,AR,201802,3
,Número,93,AR,201803,1
,Número,93,AR,201805,1
,Número,93,AR,201806,2
,Número,93,AT,201802,1
,Número,93,AT,201803,1
,Número,93,AT,201804,1
,Número,93,AT,201805,1
,Número,93,BR,201801,1
,Número,93,BR,201803,1
,Número,93,CL,201803,1
,Número,93,CL,201804,8
,Número,93,CZ,201803,1
,Número,93,DE,201805,1
,Número,93,ES,201803,1
,Número,93,ES,201805,10
,Número,93,FR,201801,4
,Número,93,FR,201802,2
,Número,93,FR,201804,1
,Número,93,HN,201802,1
,Número,93,HT,201804,1
,Número,93,IN,201801,1
,Número,93,IT,201802,1
,Número,93,KR,201805,1
,Número,93,MX,201801,11
,Número,93,MX,201802,23
,Número,93,MX,201803,17
,Número,93,MX,201804,24
,Número,93,MX,201805,44
,Número,93,MX,201806,17
,Número,93,MX,201807,4
,Número,93,PE,201802,1
,Número,93,PE,201805,1
,Número,93,PT,201803,1
,Número,93,US,201801,20
,Número,93,US,201802,27
,Número,93,US,201803,26
,Número,93,US,201804,19
,Número,93,US,201805,5
,Número,93,US,201806,9
,Número,93,US,201807,1
,Número,93,VN,201806,1
,Número,3,,201806,1
,Número,3,AR,201801,1
,Número,3,AT,201802,1
,Número,3,AT,201803,2
,Número,3,AT,201804,1
,Número,3,AT,201805,1
,Número,3,CR,201802,1
,Número,3,CZ,201803,1
,Número,3,FR,201801,3
,Número,3,FR,201802,2
,Número,3,FR,201804,2
,Número,3,GB,201802,1
,Número,3,MX,201801,2
,Número,3,MX,201802,3
,Número,3,MX,201803,2
,Número,3,MX,201804,2
,Número,3,MX,201805,3
,Número,3,MX,201806,2
,Número,3,US,201801,12
,Número,3,US,201802,16
,Número,3,US,201803,18
,Número,3,US,201804,3
,Número,3,US,201805,3
,Número,3,US,201806,5
,Número,3,VN,201806,1
,Número,1,,201802,4
,Número,1,,201803,7
,Número,1,,201804,6
,Número,1,,201805,48
,Número,1,,201806,5
,Número,1,,201807,3
,Número,1,AR,201801,1
,Número,1,AR,201802,1
,Número,1,CA,201806,1
,Número,1,CL,201807,1
,Número,1,CO,201804,1
,Número,1,CR,201802,1
,Número,1,CZ,201803,1
,Número,1,FR,201801,3
,Número,1,FR,201802,2
,Número,1,FR,201804,2
,Número,1,FR,201806,2
,Número,1,IT,201802,1
,Número,1,MX,201801,5
,Número,1,MX,201802,43
,Número,1,MX,201803,7
,Número,1,MX,201804,20
,Número,1,MX,201805,30
,Número,1,MX,201806,15
,Número,1,MX,201807,1
,Número,1,NL,201802,1
,Número,1,US,201801,15
,Número,1,US,201802,21
,Número,1,US,201803,21
,Número,1,US,201804,6
,Número,1,US,201805,6
,Número,1,US,201806,10
,Número,1,US,201807,1
,Número,1,VN,201806,1
,Número,6,,201806,1
,Número,6,AR,201801,1
,Número,6,CA,201806,1
,Número,6,CO,201805,1
,Número,6,CZ,201803,1
,Número,6,ES,201803,1
,Número,6,FR,201801,2
,Número,6,FR,201804,1
,Número,6,GB,201801,1
,Número,6,GB,201802,2
,Número,6,GB,201804,1
,Número,6,IT,201802,1
,Número,6,MX,201801,2
,Número,6,MX,201803,1
,Número,6,MX,201804,3
,Número,6,MX,201805,1
,Número,6,MX,201806,1
,Número,6,MX,201807,3
,Número,6,US,201801,12
,Número,6,US,201802,14
,Número,6,US,201803,17
,Número,6,US,201804,4
,Número,6,US,201805,5
,Número,6,US,201806,5
,Número,6,US,201807,1
,Número,6,VN,201806,1
,Número,5,,201806,2
,Número,5,AR,201801,1
,Número,5,AT,201802,1
,Número,5,CA,201806,1
,Número,5,CZ,201803,1
,Número,5,FR,201801,1
,Número,5,FR,201802,2
,Número,5,FR,201804,2
,Número,5,GB,201801,1
,Número,5,IT,201802,1
,Número,5,MX,201801,1
,Número,5,MX,201803,9
,Número,5,MX,201804,7
,Número,5,MX,201805,5
,Número,5,MX,201806,2
,Número,5,NL,201801,1
,Número,5,US,201801,13
,Número,5,US,201802,14
,Número,5,US,201803,17
,Número,5,US,201804,7
,Número,5,US,201805,5
,Número,5,US,201806,5
,Número,5,VN,201806,1
,Número,4,,201805,1
,Número,4,,201806,1
,Número,4,AR,201801,1
,Número,4,AR,201806,1
,Número,4,CR,201802,1
,Número,4,CZ,201803,1
,Número,4,FR,201801,2
,Número,4,FR,201802,1
,Número,4,FR,201804,1
,Número,4,GB,201801,1
,Número,4,HN,201806,1
,Número,4,IT,201802,2
,Número,4,IT,201804,1
,Número,4,MX,201801,5
,Número,4,MX,201803,5
,Número,4,MX,201804,2
,Número,4,MX,201805,1
,Número,4,MX,201806,2
,Número,4,US,201801,14
,Número,4,US,201802,14
,Número,4,US,201803,17
,Número,4,US,201804,3
,Número,4,US,201805,3
,Número,4,US,201806,9
,Número,4,VN,201806,1
,Número,9,,201806,2
,Número,9,AR,201801,1
,Número,9,CZ,201803,1
,Número,9,FR,201801,3
,Número,9,FR,201802,3
,Número,9,FR,201804,2
,Número,9,MX,201801,1
,Número,9,MX,201802,1
,Número,9,MX,201804,4
,Número,9,MX,201805,1
,Número,9,MX,201806,1
,Número,9,US,201801,10
,Número,9,US,201802,14
,Número,9,US,201803,14
,Número,9,US,201804,3
,Número,9,US,201805,2
,Número,9,US,201806,7
,Número,9,VN,201806,1
,Número,8,,201805,2
,Número,8,,201806,1
,Número,8,AR,201801,1
,Número,8,CR,201802,1
,Número,8,CZ,201803,1
,Número,8,FR,201801,2
,Número,8,FR,201802,1
,Número,8,GB,201802,1
,Número,8,GB,201804,2
,Número,8,IT,201801,1
,Número,8,IT,201802,1
,Número,8,MX,201801,1
,Número,8,MX,201803,1
,Número,8,MX,201804,2
,Número,8,MX,201805,1
,Número,8,MX,201806,1
,Número,8,US,201801,12
,Número,8,US,201802,15
,Número,8,US,201803,15
,Número,8,US,201804,6
,Número,8,US,201805,3
,Número,8,US,201806,5
,Número,8,VN,201806,1
,Número,7,,201806,2
,Número,7,AR,201801,1
,Número,7,AR,201803,1
,Número,7,CO,201804,1
,Número,7,CR,201802,1
,Número,7,CZ,201803,1
,Número,7,FR,201801,1
,Número,7,FR,201802,2
,Número,7,FR,201804,2
,Número,7,GB,201801,1
,Número,7,IT,201801,1
,Número,7,IT,201802,1
,Número,7,MX,201801,1
,Número,7,MX,201802,1
,Número,7,MX,201803,1
,Número,7,MX,201804,5
,Número,7,MX,201805,1
,Número,7,MX,201806,2
,Número,7,US,201801,10
,Número,7,US,201802,15
,Número,7,US,201803,16
,Número,7,US,201804,5
,Número,7,US,201805,2
,Número,7,US,201806,6
,Número,7,VN,201806,1
,Número,15,,201806,1
,Número,15,AR,201801,1
,Número,15,AT,201802,1
,Número,15,AT,201803,2
,Número,15,AT,201804,1
,Número,15,AT,201805,1
,Número,15,CR,201802,1
,Número,15,CZ,201803,1
,Número,15,DE,201802,1
,Número,15,DE,201803,3
,Número,15,DE,201804,5
,Número,15,DE,201805,3
,Número,15,DE,201806,3
,Número,15,DE,201807,1
,Número,15,FR,201801,2
,Número,15,FR,201804,2
,Número,15,GB,201801,1
,Número,15,GB,201802,2
,Número,15,GB,201805,1
,Número,15,IT,201802,1
,Número,15,MX,201801,1
,Número,15,MX,201804,2
,Número,15,MX,201806,2
,Número,15,US,201801,17
,Número,15,US,201802,13
,Número,15,US,201803,15
,Número,15,US,201804,3
,Número,15,US,201805,2
,Número,15,US,201806,6
,Número,15,VN,201806,1
,Número,14,,201806,1
,Número,14,AR,201801,1
,Número,14,AT,201802,1
,Número,14,AT,201803,2
,Número,14,AT,201804,1
,Número,14,AT,201805,1
,Número,14,CR,201802,1
,Número,14,CZ,201803,1
,Número,14,FR,201801,3
,Número,14,FR,201802,2
,Número,14,GB,201802,1
,Número,14,GB,201804,1
,Número,14,IT,201804,1
,Número,14,MX,201801,1
,Número,14,MX,201804,3
,Número,14,MX,201805,1
,Número,14,MX,201806,2
,Número,14,PA,201806,1
,Número,14,US,201801,13
,Número,14,US,201802,14
,Número,14,US,201803,14
,Número,14,US,201804,3
,Número,14,US,201805,1
,Número,14,US,201806,7
,Número,14,VN,201806,1
,Número,13,,201806,1
,Número,13,AR,201801,1
,Número,13,AT,201802,1
,Número,13,AT,201803,1
,Número,13,AT,201804,1
,Número,13,AT,201805,1
,Número,13,CR,201802,1
,Número,13,CZ,201803,1
,Número,13,ES,201806,1
,Número,13,FR,201802,1
,Número,13,FR,201804,1
,Número,13,GB,201801,1
,Número,13,IT,201801,2
,Número,13,IT,201802,2
,Número,13,IT,201804,1
,Número,13,MX,201801,1
,Número,13,MX,201804,2
,Número,13,MX,201806,2
,Número,13,US,201801,14
,Número,13,US,201802,14
,Número,13,US,201803,14
,Número,13,US,201804,4
,Número,13,US,201806,7
,Número,13,VN,201806,1
,Número,18,,201806,3
,Número,18,AR,201801,1
,Número,18,AT,201802,1
,Número,18,AT,201803,1
,Número,18,AT,201804,1
,Número,18,AT,201805,1
,Número,18,CA,201806,1
,Número,18,CR,201802,1
,Número,18,CZ,201803,1
,Número,18,FR,201801,1
,Número,18,FR,201802,1
,Número,18,GB,201801,2
,Número,18,GB,201802,2
,Número,18,GB,201804,2
,Número,18,MX,201804,2
,Número,18,MX,201806,2
,Número,18,US,201801,9
,Número,18,US,201802,14
,Número,18,US,201803,14
,Número,18,US,201804,3
,Número,18,US,201805,1
,Número,18,US,201806,6
,Número,18,VN,201806,1
,Número,17,,201806,2
,Número,17,AR,201801,1
,Número,17,AT,201802,1
,Número,17,AT,201803,1
,Número,17,CR,201802,2
,Número,17,CZ,201803,1
,Número,17,FR,201801,2
,Número,17,FR,201804,2
,Número,17,FR,201806,1
,Número,17,GB,201801,1
,Número,17,GB,201802,2
,Número,17,IT,201802,1
,Número,17,MX,201801,1
,Número,17,MX,201804,2
,Número,17,MX,201806,1
,Número,17,US,201801,12
,Número,17,US,201802,15
,Número,17,US,201803,14
,Número,17,US,201804,4
,Número,17,US,201806,5
,Número,17,VN,201806,1
,Número,16,,201806,1
,Número,16,AR,201801,1
,Número,16,AT,201802,1
,Número,16,AT,201803,1
,Número,16,AT,201804,1
,Número,16,AT,201805,1
,Número,16,CR,201802,2
,Número,16,CZ,201803,1
,Número,16,DE,201801,5
,Número,16,DE,201802,3
,Número,16,DE,201803,3
,Número,16,DE,201804,5
,Número,16,DE,201805,2
,Número,16,DE,201806,3
,Número,16,DE,201807,1
,Número,16,FR,201801,1
,Número,16,FR,201802,1
,Número,16,FR,201804,2
,Número,16,GB,201801,1
,Número,16,GB,201802,4
,Número,16,GB,201805,1
,Número,16,IT,201801,1
,Número,16,MX,201801,1
,Número,16,MX,201804,3
,Número,16,MX,201806,1
,Número,16,US,201801,12
,Número,16,US,201802,13
,Número,16,US,201803,14
,Número,16,US,201804,4
,Número,16,US,201806,6
,Número,16,VN,201806,1
,Número,21,,201806,1
,Número,21,AR,201801,1
,Número,21,AT,201802,1
,Número,21,AT,201803,1
,Número,21,AT,201804,1
,Número,21,AT,201805,1
,Número,21,CR,201802,1
,Número,21,CZ,201803,1
,Número,21,FR,201801,2
,Número,21,FR,201802,1
,Número,21,FR,201804,1
,Número,21,GB,201802,2
,Número,21,GB,201804,1
,Número,21,IT,201801,1
,Número,21,MX,201804,2
,Número,21,MX,201806,4
,Número,21,US,201801,13
,Número,21,US,201802,13
,Número,21,US,201803,14
,Número,21,US,201804,3
,Número,21,US,201806,7
,Número,21,VN,201806,1
,Número,20,,201806,1
,Número,20,AR,201801,1
,Número,20,AR,201805,1
,Número,20,AT,201802,1
,Número,20,CR,201802,2
,Número,20,CZ,201803,1
,Número,20,FR,201802,2
,Número,20,FR,201804,1
,Número,20,GB,201801,2
,Número,20,GB,201802,1
,Número,20,IT,201801,1
,Número,20,IT,201804,1
,Número,20,MX,201804,2
,Número,20,MX,201805,1
,Número,20,MX,201806,3
,Número,20,US,201801,11
,Número,20,US,201802,13
,Número,20,US,201803,14
,Número,20,US,201804,3
,Número,20,US,201805,2
,Número,20,US,201806,9
,Número,20,VN,201806,1
,Número,19,,201806,1
,Número,19,AR,201801,1
,Número,19,CR,201802,1
,Número,19,CZ,201803,1
,Número,19,FR,201801,1
,Número,19,FR,201802,2
,Número,19,FR,201804,1
,Número,19,GB,201801,2
,Número,19,GB,201802,1
,Número,19,GB,201804,1
,Número,19,MX,201802,1
,Número,19,MX,201804,3
,Número,19,MX,201806,3
,Número,19,US,201801,12
,Número,19,US,201802,13
,Número,19,US,201803,14
,Número,19,US,201804,3
,Número,19,US,201805,1
,Número,19,US,201806,7
,Número,19,VN,201806,1
,Número,24,AR,201801,1
,Número,24,CL,201805,1
,Número,24,CR,201802,1
,Número,24,CZ,201803,1
,Número,24,DE,201801,5
,Número,24,DE,201802,4
,Número,24,DE,201803,3
,Número,24,DE,201804,5
,Número,24,DE,201805,2
,Número,24,DE,201806,3
,Número,24,DE,201807,1
,Número,24,FR,201801,2
,Número,24,FR,201802,1
,Número,24,FR,201804,2
,Número,24,GB,201802,1
,Número,24,GB,201805,2
,Número,24,IT,201801,1
,Número,24,IT,201802,1
,Número,24,KR,201806,1
,Número,24,MX,201804,2
,Número,24,MX,201806,7
,Número,24,MX,201807,1
,Número,24,US,201801,13
,Número,24,US,201802,14
,Número,24,US,201803,15
,Número,24,US,201804,2
,Número,24,US,201805,1
,Número,24,US,201806,5
,Número,24,US,201807,1
,Número,24,VN,201806,1
,Número,23,,201806,1
,Número,23,AR,201801,1
,Número,23,CR,201802,1
,Número,23,CZ,201803,1
,Número,23,FR,201801,2
,Número,23,GB,201801,1
,Número,23,GB,201802,3
,Número,23,GB,201804,1
,Número,23,IT,201804,1
,Número,23,MX,201804,2
,Número,23,MX,201806,2
,Número,23,US,201801,12
,Número,23,US,201802,14
,Número,23,US,201803,14
,Número,23,US,201804,3
,Número,23,US,201806,5
,Número,23,VN,201806,1
,Número,22,,201806,1
,Número,22,AR,201801,1
,Número,22,CR,201802,1
,Número,22,CZ,201803,1
,Número,22,FR,201801,1
,Número,22,FR,201802,1
,Número,22,FR,201804,2
,Número,22,GB,201801,1
,Número,22,GB,201802,1
,Número,22,IT,201802,1
,Número,22,MX,201801,3
,Número,22,MX,201804,4
,Número,22,MX,201806,1
,Número,22,NL,201801,1
,Número,22,US,201801,15
,Número,22,US,201802,14
,Número,22,US,201803,14
,Número,22,US,201804,4
,Número,22,US,201806,5
,Número,22,VN,201806,1
,Número,27,AR,201801,1
,Número,27,AT,201802,1
,Número,27,AT,201803,2
,Número,27,AT,201804,1
,Número,27,AT,201805,1
,Número,27,CR,201802,1
,Número,27,CZ,201803,1
,Número,27,FR,201801,1
,Número,27,FR,201802,3
,Número,27,FR,201804,1
,Número,27,GB,201801,1
,Número,27,GB,201804,1
,Número,27,IT,201801,1
,Número,27,MX,201801,1
,Número,27,MX,201804,2
,Número,27,MX,201806,1
,Número,27,US,201801,9
,Número,27,US,201802,15
,Número,27,US,201803,16
,Número,27,US,201804,4
,Número,27,US,201806,4
,Número,27,VN,201806,1
,Número,26,AR,201801,1
,Número,26,AT,201802,1
,Número,26,AT,201803,2
,Número,26,AT,201804,1
,Número,26,AT,201805,1
,Número,26,CA,201806,1
,Número,26,CR,201802,1
,Número,26,CZ,201803,1
,Número,26,FR,201801,1
,Número,26,FR,201802,1
,Número,26,FR,201804,2
,Número,26,GB,201801,1
,Número,26,GB,201802,2
,Número,26,IT,201801,1
,Número,26,MX,201801,4
,Número,26,MX,201803,5
,Número,26,MX,201804,2
,Número,26,MX,201806,1
,Número,26,US,201801,14
,Número,26,US,201802,16
,Número,26,US,201803,16
,Número,26,US,201804,3
,Número,26,US,201805,2
,Número,26,US,201806,6
,Número,26,VN,201806,1
,Número,25,AR,201801,1
,Número,25,AT,201802,1
,Número,25,AT,201803,1
,Número,25,AT,201804,1
,Número,25,AT,201805,1
,Número,25,CR,201802,1
,Número,25,CZ,201803,1
,Número,25,FR,201801,2
,Número,25,FR,201802,3
,Número,25,GB,201801,1
,Número,25,GB,201804,1
,Número,25,IT,201804,1
,Número,25,MX,201804,2
,Número,25,MX,201806,1
,Número,25,US,201801,11
,Número,25,US,201802,13
,Número,25,US,201803,16
,Número,25,US,201804,3
,Número,25,US,201806,5
,Número,25,VN,201806,1
,Número,30,AR,201801,1
,Número,30,AT,201802,1
,Número,30,AT,201803,2
,Número,30,AT,201804,1
,Número,30,AT,201805,1
,Número,30,CA,201806,1
,Número,30,CR,201802,1
,Número,30,CZ,201803,1
,Número,30,FR,201801,3
,Número,30,FR,201802,1
,Número,30,GB,201802,1
,Número,30,GB,201804,2
,Número,30,IT,201802,1
,Número,30,MX,201802,1
,Número,30,MX,201804,2
,Número,30,MX,201806,1
,Número,30,US,201801,12
,Número,30,US,201802,17
,Número,30,US,201803,16
,Número,30,US,201804,4
,Número,30,US,201806,3
,Número,30,VN,201806,1
,Número,29,AR,201801,1
,Número,29,AT,201802,1
,Número,29,AT,201803,2
,Número,29,AT,201804,1
,Número,29,AT,201805,1
,Número,29,CR,201802,1
,Número,29,CZ,201803,1
,Número,29,FR,201801,2
,Número,29,FR,201802,2
,Número,29,GB,201801,1
,Número,29,GB,201804,1
,Número,29,IT,201802,1
,Número,29,IT,201804,1
,Número,29,MX,201804,2
,Número,29,MX,201806,1
,Número,29,US,201801,13
,Número,29,US,201802,14
,Número,29,US,201803,16
,Número,29,US,201804,8
,Número,29,US,201805,1
,Número,29,US,201806,4
,Número,29,VN,201806,1
,Número,28,AR,201801,1
,Número,28,AT,201802,1
,Número,28,AT,201803,1
,Número,28,AT,201804,1
,Número,28,AT,201805,1
,Número,28,CR,201802,1
,Número,28,CZ,201803,1
,Número,28,FR,201801,2
,Número,28,FR,201802,1
,Número,28,FR,201804,2
,Número,28,GB,201802,2
,Número,28,IT,201801,1
,Número,28,MX,201804,3
,Número,28,MX,201805,2
,Número,28,MX,201806,1
,Número,28,US,201801,9
,Número,28,US,201802,16
,Número,28,US,201803,15
,Número,28,US,201804,3
,Número,28,US,201805,1
,Número,28,US,201806,4
,Número,28,VN,201806,1
,Número,33,AR,201801,1
,Número,33,AT,201802,1
,Número,33,AT,201803,1
,Número,33,AT,201804,1
,Número,33,AT,201805,1
,Número,33,CR,201802,2
,Número,33,CZ,201803,1
,Número,33,FR,201801,1
,Número,33,FR,201802,1
,Número,33,FR,201804,1
,Número,33,GB,201801,1
,Número,33,GB,201802,2
,Número,33,IT,201804,1
,Número,33,MX,201804,4
,Número,33,MX,201806,2
,Número,33,NL,201801,1
,Número,33,US,201801,11
,Número,33,US,201802,14
,Número,33,US,201803,16
,Número,33,US,201804,3
,Número,33,US,201806,6
,Número,33,VN,201806,1
,Número,32,,201801,1
,Número,32,AR,201801,1
,Número,32,AT,201802,1
,Número,32,CR,201802,1
,Número,32,CZ,201803,1
,Número,32,FR,201801,1
,Número,32,FR,201802,2
,Número,32,FR,201804,2
,Número,32,GB,201801,1
,Número,32,GB,201802,1
,Número,32,IT,201801,1
,Número,32,MX,201804,3
,Número,32,MX,201806,3
,Número,32,US,201801,14
,Número,32,US,201802,14
,Número,32,US,201803,15
,Número,32,US,201804,3
,Número,32,US,201806,5
,Número,32,VN,201806,1
,Número,31,,201805,4
,Número,31,AR,201801,1
,Número,31,CR,201802,1
,Número,31,CZ,201803,1
,Número,31,FR,201802,1
,Número,31,FR,201804,2
,Número,31,GB,201801,2
,Número,31,IT,201802,2
,Número,31,MX,201804,7
,Número,31,MX,201806,2
,Número,31,NL,201801,1
,Número,31,US,201801,15
,Número,31,US,201802,15
,Número,31,US,201803,15
,Número,31,US,201804,3
,Número,31,US,201805,1
,Número,31,US,201806,5
,Número,31,VN,201806,1
,Número,36,AR,201801,1
,Número,36,CA,201806,1
,Número,36,CZ,201803,1
,Número,36,FR,201801,2
,Número,36,FR,201802,2
,Número,36,GB,201801,1
,Número,36,GB,201802,1
,Número,36,GB,201804,2
,Número,36,MX,201804,3
,Número,36,MX,201806,1
,Número,36,US,201801,11
,Número,36,US,201802,14
,Número,36,US,201803,15
,Número,36,US,201804,2
,Número,36,US,201805,4
,Número,36,US,201806,4
,Número,36,VN,201806,1
,Número,35,AR,201801,1
,Número,35,CZ,201803,1
,Número,35,FR,201801,2
,Número,35,FR,201802,2
,Número,35,FR,201804,2
,Número,35,GB,201801,1
,Número,35,GB,201802,1
,Número,35,MX,201804,2
,Número,35,MX,201806,1
,Número,35,US,201801,11
,Número,35,US,201802,14
,Número,35,US,201803,15
,Número,35,US,201804,3
,Número,35,US,201806,3
,Número,35,VN,201806,1
,Número,34,AR,201801,1
,Número,34,CR,201802,1
,Número,34,CZ,201803,1
,Número,34,FR,201801,2
,Número,34,FR,201804,1
,Número,34,GB,201801,1
,Número,34,GB,201802,3
,Número,34,IT,201804,1
,Número,34,MX,201804,2
,Número,34,MX,201806,1
,Número,34,US,201801,10
,Número,34,US,201802,15
,Número,34,US,201803,17
,Número,34,US,201804,2
,Número,34,US,201805,1
,Número,34,US,201806,4
,Número,34,VN,201806,1
,Número,40,AR,201801,1
,Número,40,CZ,201803,1
,Número,40,FR,201801,1
,Número,40,FR,201802,1
,Número,40,FR,201804,1
,Número,40,GB,201801,1
,Número,40,GB,201802,1
,Número,40,IT,201801,1
,Número,40,IT,201802,1
,Número,40,IT,201804,1
,Número,40,MX,201801,1
,Número,40,MX,201804,3
,Número,40,MX,201806,1
,Número,40,US,201801,12
,Número,40,US,201802,14
,Número,40,US,201803,15
,Número,40,US,201804,6
,Número,40,US,201805,1
,Número,40,US,201806,4
,Número,40,VN,201806,1
,Número,39,AR,201801,1
,Número,39,CZ,201803,1
,Número,39,FR,201801,3
,Número,39,FR,201802,1
,Número,39,FR,201804,1
,Número,39,GB,201802,1
,Número,39,IT,201802,1
,Número,39,IT,201804,1
,Número,39,MX,201804,2
,Número,39,MX,201806,1
,Número,39,US,201801,13
,Número,39,US,201802,14
,Número,39,US,201803,15
,Número,39,US,201804,3
,Número,39,US,201805,2
,Número,39,US,201806,5
,Número,39,VN,201806,1
,Número,38,AR,201801,1
,Número,38,CZ,201803,1
,Número,38,FR,201802,1
,Número,38,GB,201802,1
,Número,38,GB,201804,2
,Número,38,IT,201801,2
,Número,38,IT,201802,1
,Número,38,MX,201804,2
,Número,38,MX,201805,1
,Número,38,MX,201806,1
,Número,38,NL,201801,1
,Número,38,US,201801,11
,Número,38,US,201802,17
,Número,38,US,201803,15
,Número,38,US,201804,4
,Número,38,US,201805,1
,Número,38,US,201806,4
,Número,38,VN,201806,1
,Número,37,AR,201801,1
,Número,37,AT,201802,1
,Número,37,AT,201803,2
,Número,37,AT,201804,1
,Número,37,AT,201805,1
,Número,37,CZ,201803,1
,Número,37,FR,201801,1
,Número,37,FR,201802,3
,Número,37,FR,201804,2
,Número,37,GB,201801,2
,Número,37,MX,201804,2
,Número,37,MX,201806,2
,Número,37,US,201801,11
,Número,37,US,201802,15
,Número,37,US,201803,15
,Número,37,US,201804,3
,Número,37,US,201806,4
,Número,37,VN,201806,1
,Número,44,,201804,2
,Número,44,AR,201801,1
,Número,44,AT,201802,1
,Número,44,AT,201803,2
,Número,44,AT,201804,1
,Número,44,AT,201805,1
,Número,44,CZ,201803,1
,Número,44,FR,201801,3
,Número,44,FR,201802,2
,Número,44,GB,201802,1
,Número,44,GB,201804,1
,Número,44,IT,201804,1
,Número,44,MX,201804,3
,Número,44,MX,201806,1
,Número,44,MX,201807,2
,Número,44,US,201801,9
,Número,44,US,201802,15
,Número,44,US,201803,16
,Número,44,US,201804,4
,Número,44,US,201806,4
,Número,44,US,201807,1
,Número,44,VN,201806,1
,Número,43,AR,201801,1
,Número,43,AT,201802,1
,Número,43,AT,201803,1
,Número,43,AT,201804,1
,Número,43,AT,201805,1
,Número,43,CZ,201803,1
,Número,43,FR,201802,2
,Número,43,GB,201801,2
,Número,43,GB,201802,1
,Número,43,GB,201804,2
,Número,43,IT,201801,1
,Número,43,MX,201801,4
,Número,43,MX,201804,3
,Número,43,MX,201805,2
,Número,43,MX,201806,1
,Número,43,US,201801,16
,Número,43,US,201802,15
,Número,43,US,201803,18
,Número,43,US,201804,4
,Número,43,US,201805,1
,Número,43,US,201806,5
,Número,43,VN,201806,1
,Número,42,AR,201801,1
,Número,42,AT,201802,1
,Número,42,AT,201803,1
,Número,42,AT,201804,1
,Número,42,AT,201805,1
,Número,42,CZ,201803,1
,Número,42,FR,201804,1
,Número,42,GB,201802,1
,Número,42,IT,201801,3
,Número,42,IT,201802,2
,Número,42,IT,201804,1
,Número,42,MX,201804,4
,Número,42,MX,201806,2
,Número,42,US,201801,13
,Número,42,US,201802,14
,Número,42,US,201803,16
,Número,42,US,201804,4
,Número,42,US,201806,5
,Número,42,VN,201806,1
,Número,41,,201805,1
,Número,41,,201806,1
,Número,41,AR,201801,1
,Número,41,AT,201802,1
,Número,41,AT,201803,1
,Número,41,CZ,201803,1
,Número,41,FR,201801,3
,Número,41,FR,201802,2
,Número,41,FR,201804,1
,Número,41,FR,201806,1
